DATE,pair_trading,t_strategy,combined
2019-06-12,4.196324246602073,0.053999755541554784,4.261252835926852
2019-06-13,4.113662828936954,0.05406932723658675,4.178660989956765
2019-06-14,4.095180736309811,0.05580018540696477,4.161909755500004
2019-06-17,3.980943170868534,0.05590252326274697,4.0477745279145045
2019-06-18,4.042538024882792,0.05306154768701632,4.106528406353034
2019-06-19,4.053179349175947,0.05315426550899516,4.117262448468171
2019-06-20,4.001330820811024,0.05421021932992148,4.066469873924167
2019-06-21,3.9766684810467923,0.0578731418916173,4.045470456721636
2019-06-24,3.915800364196435,0.0577201532985418,3.9844493512782044
2019-06-25,3.9041077254118166,0.055165461457826526,3.9702020206528705
2019-06-26,4.031983869512106,0.052229201752771015,4.095141905048105
2019-06-27,3.9904466710534643,0.05127790558747053,4.0526534104241625
2019-06-28,3.9954072352279093,0.05039852950110868,4.060517209012629
